系统ID	表ID	表名	表中文名	表说明	FType	FSefDefSign
54	540014	t_pm_task	任务表	任务表	0	0
54	540015	t_pm_type	类别表	类别表	0	0
54	540016	t_pm_apportion	分摊表	分摊表	0	0
54	540017	t_pm_propdesc	自定义属性表	自定义属性表	1	0
54	540018	t_pm_Order	项目订单表	项目订单表	0	0
54	540019	t_pm_OrderEntry	项目订单明细表	项目订单明细表	0	0
54	540020	t_pm_WorkDay	工作日设置表	工作日设置表	0	0
54	540021	t_Pm_MultiCheckLevel	多级审批定义表	多级审批定义表	0	0
54	540022	t_Pm_MultiCheckMoney	多级审批限额表	多级审批限额表	0	0
54	540023	t_Pm_MultiCheckOption	多级审批参数表	多级审批参数表	0	0
54	540024	t_Pm_MultiCheckRecord	多级审批记录表	多级审批记录表	0	0
128	1280001	v_Report_WorkInfo	员工工作信息	员工工作信息	3	0
128	1280002	v_Report_DimissionEmpWorkInfo	离职员工工作信息	离职员工工作信息	3	0
128	1280003	v_Report_EmployeeDetailInfo	员工工作信息(在职/离职)	员工工作信息(在职/离职)	3	0
128	1280004	V_Report_DimissionUnionFireInfo	离职员工统计表	离职员工统计表	3	0
128	1280005	v_Report_EmRetirementDetailInfo	员工工作信息(离退休)	员工工作信息(离退休)	3	0
128	1280398	t_PA_BankName	银行信息表	银行信息表	0	0
128	1280399	t_PA_Department	工资部门表	工资部门表	0	0
128	1280400	t_PA_FundFieldDesc	基金自定义字段描述表	基金自定义字段描述表	0	0
128	1280401	t_PA_FundSet	基金类型定义表	基金类型定义表	0	0
128	1280402	t_PA_HrOrg	工资类别组织单元对应表	工资类别组织单元对应表	0	0
128	1280403	t_PA_Item	工资基础项目表	工资基础项目表	0	0
128	1280404	t_PA_ItemClass	工资基础项目类别表	工资基础项目类别表	0	0
128	1280405	t_PA_ItemClsV	工资类别对应核算项目表	工资类别对应核算项目表	0	0
128	1280406	t_PA_ItemPropDesc	工资自定义项目字段信息表	工资自定义项目字段信息表	0	0
128	1280407	t_PA_ItemRef	工资职员附加信息表	工资职员附加信息表	0	0
128	1280408	t_PA_ItemRefType	工资职员附加信息类别表	工资职员附加信息类别表	0	0
128	1280409	T_PA_pama	工资类别表	工资类别表	0	0
128	1280410	t_PA_Personal	工资职员表	工资职员表	0	0
128	1280411	T_PA_personPChs	工资职员变动资料表	工资职员变动资料表	0	0
128	1280412	t_PA_taxdata	所得税分录表	所得税分录表	0	0
128	1280413	t_PA_taxinit	所得税初始设置	所得税初始设置	0	0
128	1280414	t_PA_taxPAItem	所得项目表	所得项目表	0	0
128	1280415	t_PA_taxPAItemRef	所得项目计算附加表	所得项目计算附加表	0	0
128	1280416	t_PA_taxpama	工资所得税税率类别表	工资所得税税率类别表	0	0
128	1280417	t_PA_taxpamaRef	所得税税率表	所得税税率表	0	0
128	1280418	t_PABankPayFile	工资系统预留一表	工资系统预留一表	0	0
128	1280419	t_PACyPlot	工资配款表	工资配款表	0	0
128	1280420	t_PACyPlotRef	工资配款参考表	工资配款参考表	0	0
128	1280421	t_PADisRate	工资分配方式表	工资分配方式表	0	0
128	1280422	t_PADistribute	工资分配表	工资分配表	0	0
128	1280423	t_PAEmpFilter	工资过虑器条件表	工资过虑器条件表	0	0
128	1280424	t_PAFilter	工资过虑器表	工资过虑器表	0	0
128	1280425	t_PAFilterItem	工资过虑器包含的项目表	工资过虑器包含的项目表	0	0
128	1280426	t_PAFilterPama	工资类别过滤方案	工资类别过滤方案	0	0
128	1280427	t_PAFormula	工资核算公式表	工资核算公式表	0	0
128	1280428	t_PAFund_Balance	基金余额表	基金余额表	0	0
128	1280429	t_PAFund_CalcChange	基金计提变动情况表	基金计提变动情况表	0	0
128	1280430	t_PAFund_CalcScheme	基金计提方案表	基金计提方案表	0	0
128	1280431	t_PAFund_CalcSchemeDetail	基金计提方案明细表	基金计提方案明细表	0	0
128	1280432	t_PAFund_CalcSet	基金计提标准定义表	基金计提标准定义表	0	0
128	1280433	t_PAFund_Data	基金发生额表	基金发生额表	0	0
128	1280434	t_PAFund_InOut	基金转入转出发生额表	基金转入转出发生额表	0	0
128	1280435	t_PAFundCalcFilterItem	基金类型过滤条件关联表	基金类型过滤条件关联表	0	0
128	1280436	t_PAFundTypeFilterItem	基金计提方案过滤条件关联表	基金计提方案过滤条件关联表	0	0
128	1280437	t_PAItem	自定义职员工资项目表	自定义职员工资项目表	0	0
128	1280438	T_PAItemCls	自定义职员工资项目类别表	自定义职员工资项目类别表	0	0
128	1280439	t_PaItemRight	工资基础资料权限表	工资基础资料权限表	0	0
128	1280440	t_PANewData	工资数据表	工资数据表	0	0
128	1280441	t_PANewDataIDs	工资历史数据表	工资历史数据表	0	0
128	1280442	t_PANoteItem	打印设置表	打印设置表	0	0
128	1280443	t_PASortItem	工资过虑条件排序表	工资过虑条件排序表	0	0
128	1280444	t_PATrans	工资系统预留二表	工资系统预留二表	0	0
128	1280445	t_PaZeroSet	工资扣零设置表	工资扣零设置表	0	0
128	1280446	HR_Base_CategoryType	基础业务类型表	基础业务类型表	0	0
128	1280447	HR_Base_Item	基础分类代码表	基础分类代码表	0	0
128	1280448	HR_Base_Itemclass	基础分类类型表	基础分类类型表	0	0
128	1280449	HR_Base_ItemRef	分类数据引用表	分类数据引用表	0	0
128	1280450	HR_Base_PublicCode	公用业务代码表	公用业务代码表	0	0
128	1280451	HM_EM_Annex	职员附件表	职员附件表	0	0
128	1280452	HM_EM_Archive_Audit	员工档案审核表	员工档案审核表	0	0
128	1280453	HM_EM_AwardRecord	奖惩记录	奖惩记录	0	0
128	1280454	HM_EM_Certificate	职员证件表	职员证件表	0	0
128	1280455	HM_EM_Contracts	员工合同表	员工合同表	0	0
128	1280456	HM_EM_Diploma_Degree	学历及学位	学历及学位	0	0
128	1280457	HM_EM_ExigenceLinkman	员工紧急联系人	员工紧急联系人	0	0
128	1280458	HM_EM_Family_Society	员工家庭关系	员工家庭关系	0	0
128	1280459	HM_EM_Files	员工档案	员工档案	0	0
128	1280460	HM_EM_FlowStatus	员工流动情况	员工流动情况	0	0
128	1280461	HM_EM_LangauageAbility	语言能力	语言能力	0	0
128	1280462	HM_EM_OutOfPositionCommunicationRecordsCard	离职员工面谈记录卡	离职员工面谈记录卡	0	0
128	1280463	HM_EM_PartTime	兼职信息表	兼职信息表	0	0
128	1280464	HM_EM_Photos	员工照片表	员工照片表	0	0
128	1280465	HM_EM_PositionHistory	员工任职历史	员工任职历史	0	0
128	1280466	HM_EM_PrjExperience	项目经验表	项目经验表	0	0
128	1280467	HM_EM_Resumes	员工简历	员工简历	0	0
128	1280468	HM_EM_SkillInfo	员工技能信息	员工技能信息	0	0
128	1280469	HM_EM_Speciality_Employee	员工职称表	员工职称表	0	0
128	1280470	HM_Em_WorkAddInfo	员工任职信息附表	员工任职信息附表	0	0
128	1280471	HM_Em_WorkInfo	员工任职信息	员工任职信息	0	0
128	1280472	HM_Employees	员工基本信息	员工基本信息	0	0
128	1280473	HM_EmployeesAddInfo	员工基本信息附表	员工基本信息附表	0	0
128	1280477	HR_CMP_EmployeeCompetency	职员能力素质表	职员能力素质表	0	0
129	1290309	HM_EM_ArchiveStatus_Type	档案审核状态表	档案审核状态表	0	0
129	1290310	HM_EM_BloodType	国家标准血型表	国家标准血型表	0	0
129	1290311	HM_EM_CertificateClass	证件类别表	证件类别表	0	0
129	1290312	HM_EM_Code_DimmissionReason	离职原因代码表	离职原因代码表	0	0
129	1290313	HM_EM_Code_InUnActServReason	不在岗原因表	不在岗原因表	0	0
129	1290314	HM_EM_Code_SpecialityCategory	专业类别表	专业类别表	0	0
129	1290315	HM_EM_ContractCategories	合同类别代码表	合同类别代码表	0	0
129	1290316	HM_EM_ContractInfo	合同名称代码表	合同名称代码表	0	0
129	1290317	HM_EM_Degree_Code	学位代码	学位代码	0	0
129	1290318	HM_EM_Diploma_Code	学历代码表	学历代码表	0	0
129	1290319	HM_EM_EmpStatus_Code	员工状态代码表	员工状态代码表	0	0
129	1290320	HM_EM_EndInsType_CODE	养老保险类型代码表	养老保险类型代码表	0	0
129	1290321	HM_EM_FamilyOrigin_Code	员工家庭出身代码表	员工家庭出身代码表	0	0
129	1290322	HM_EM_FlowEnterOut_Codes	员工流动进出代码表	员工流动进出代码表	0	0
129	1290323	HM_EM_FlowOrigiWhither_Codes	员工流动状态来源/去向代码表	员工流动状态来源/去向代码表	0	0
129	1290324	HM_EM_FlowReason_Code	人员流动原因代码表	人员流动原因代码表	0	0
129	1290325	HM_EM_FlowType_Codes	员工流动类型代码表	员工流动类型代码表	0	0
129	1290326	HM_EM_FoodType_Code	户粮性质代码表	户粮性质代码表	0	0
129	1290327	HM_EM_Health_Code	健康状况代码	健康状况代码	0	0
129	1290328	HM_EM_languageSkill_Code	语种熟练程度代码表	语种熟练程度代码表	0	0
129	1290329	HM_EM_LanguageType_Code	语种类型代码	语种类型代码	0	0
129	1290330	HM_EM_MarriedStatus_Code	婚姻状况	婚姻状况	0	0
129	1290331	HM_EM_Nation_Code	民族代码	民族代码	0	0
129	1290332	HM_EM_PersonIngredient_Code	本人成分代码表	本人成分代码表	0	0
129	1290333	HM_EM_PoliticsStatus_Code	政治面目代码表	政治面目代码表	0	0
129	1290334	HM_EM_Sex_Code	性别代码	性别代码	0	0
129	1290335	HM_EM_Speciality	职称表	职称表	0	0
129	1290336	HM_EM_Speciality_Category	职称类别表	职称类别表	0	0
129	1290337	HM_EM_Speciality_Level	职称级别表	职称级别表	0	0
129	1290338	HM_EM_Standard_PositionTitle	国家标准职称表	国家标准职称表	0	0
129	1290339	HM_EM_WorkforceProp_Code	用工性质代码表	用工性质代码表	0	0
129	1290340	HM_EM_WorkType	员工类别表	员工类别表	0	0
129	1290341	HM_EM_WorldStatus_Code	国家代码	国家代码	0	0
129	1290342	HM_familyrelation_code	家庭关系代码	家庭关系代码	0	0
129	1290343	HRMS_VocationTypes	请假类别表	请假类别表	0	0
129	1290344	ORG_UnitEconomyCategory	经济类型代码表	经济类型代码表	0	0
129	1290345	ORG_UnitLevel	组织单元级别	组织单元级别	0	0
129	1290346	ORG_UnitStatus	组织单元状态	组织单元状态	0	0
129	1290347	ORG_UnitTrade	行业代码表	行业代码表	0	0
129	1290348	Wf_biz_DemissionType	辞职类别表	辞职类别表	0	0
129	1290349	Wf_biz_FireType	辞退类别表	辞退类别表	0	0
129	1290350	Wf_biz_InUnActivatedServiceType	不在岗类别表	不在岗类别表	0	0
129	1290351	Wf_biz_RedeployType	内部异动类别表	内部异动类别表	0	0
129	1290352	Wf_biz_RetireType	离退休类别表	离退休类别表	0	0
130	1300101	HM_EM_Attendance_Records	考勤记录表	考勤记录表	0	0
131	1310155	AP_ActualDetail	业务完成数据表	业务完成数据表	0	0
131	1310156	AP_Appeal	考核结果申诉表	考核结果申诉表	0	0
131	1310157	AP_WorkPlanSummary	绩效总结表	绩效总结表	0	0
131	1310158	APD_360Questions	360度反馈评价问卷表	360度反馈评价问卷表	0	0
131	1310159	APD_360Type	360度反馈评价类型表	360度反馈评价类型表	0	0
131	1310160	APD_Gather	周期总分表	周期总分表	0	0
131	1310161	APD_Objective	员工目标表	员工目标表	0	0
131	1310162	APD_Objective_Role	目标考核角色表	目标考核角色表	0	0
131	1310163	APD_Objective_RoleSchema	目标考核角色方案表	目标考核角色方案表	0	0
131	1310164	APD_ObjectiveActivities	目标考核节点表	目标考核节点表	0	0
131	1310165	APD_ObjectiveScore	目标考核分数表	目标考核分数表	0	0
131	1310166	APD_SolutionPeriod	考核方案周期表	考核方案周期表	0	0
133	1330121	ORG_PDescriptionDuty	职位职责信息表	职位职责信息表	0	0
133	1330122	ORG_PDescriptionExtraReq	职位任职要求信息表	职位任职要求信息表	0	0
133	1330123	ORG_PDescriptionSkillSet	职位技能要求信息表	职位技能要求信息表	0	0
133	1330124	ORG_PDescriptionSubjion	职位说明附表	职位说明附表	0	0
133	1330125	ORG_Position	职位基本信息表	职位基本信息表	0	0
133	1330126	ORG_PositionAttch	职位信息附表	职位信息附表	0	0
134	1340164	T_WF_MultiApprove	工作流审批表	工作流审批表	0	0
134	1340165	Wf_biz_ConfirmVacationInfo	员工销假表	员工销假表	0	0
134	1340166	Wf_biz_DimissionInfo	辞职信息表	辞职信息表	0	0
134	1340167	Wf_biz_EmployeeIndueInfo	转正信息表	转正信息表	0	0
134	1340168	Wf_biz_FireInfo	辞退信息表	辞退信息表	0	0
134	1340169	Wf_biz_InActiveServiceInfo	不在岗转在岗信息表	不在岗转在岗信息表	0	0
134	1340170	Wf_biz_InDutyInfo	入职手续信息表	入职手续信息表	0	0
134	1340171	Wf_biz_InUnActivatedServiceInfo	在岗转不在岗信息表	在岗转不在岗信息表	0	0
134	1340172	Wf_biz_RedployInfo	内部异动信息表	内部异动信息表	0	0
134	1340173	Wf_biz_ReEngageInfo	返聘工作流信息表	返聘工作流信息表	0	0
134	1340174	Wf_biz_RetireInfo	离退休信息表	离退休信息表	0	0
134	1340175	Wf_biz_TransferInInfo	借调调回信息表	借调调回信息表	0	0
134	1340176	Wf_biz_TransferOutInfo	借调调出信息表	借调调出信息表	0	0
134	1340177	Wf_biz_VacationInfo	请假信息表	请假信息表	0	0
139	1390001	ICMrpInfo	计划运算信息主表	计划运算信息主表	0	0
139	1390002	ICMrpDestBills	计划运算目标单据表	计划运算目标单据表	0	0
139	1390003	PPOrder	产品预测表	产品预测	0	0
139	1390004	PPOrderEntry	产品预测单分录表	产品预测单分录	0	0
139	1390005	ICMrpResult	计划订单	计划运算的运算结果数据，即计划订单	0	0
139	1390006	vMPSPlanOrder	MPS计划订单视图	MPS计划订单视图	3	0
139	1390007	vPPOrder	产品预测单视图	产品预测单视图	3	0
139	1390008	ICItemReplace	物料替代清单	物料替代清单	0	0
139	1390009	ICItemReplaceEntry	物料替代清单分录	物料替代清单分录	0	0
139	1390010	vICItemReplace	物料替代清单视图	物料替代清单视图	3	0
139	1390011	ICMrpInfo	计划运算信息主表	计划运算信息主表	0	0
139	1390012	ICMrpDestBills	计划运算目标单据表	计划运算目标单据表	0	0
139	1390013	PPOrder	产品预测表	产品预测	0	0
139	1390014	PPOrderEntry	产品预测单分录表	产品预测单分录	0	0
139	1390015	ICMrpResult	计划订单	计划运算的运算结果数据，即计划订单	0	0
139	1390016	vMPSPlanOrder	MPS计划订单视图	MPS计划订单视图	3	0
139	1390017	vPPOrder	产品预测单视图	产品预测单视图	3	0
140	1400001	ICMrpInfo	计划运算信息主表	计划运算信息主表	0	0
140	1400002	ICMrpDestBills	计划运算目标单据表	计划运算目标单据表	0	0
140	1400003	PPOrder	产品预测表	产品预测	0	0
140	1400004	PPOrderEntry	产品预测单分录表	产品预测单分录	0	0
140	1400005	ICMrpResult	计划订单	计划运算的运算结果数据，即计划订单	0	0
140	1400006	vMRPPlanOrder	MRP计划订单视图	MRP计划订单视图	3	0
140	1400007	vPPOrder	产品预测单视图	产品预测单视图	3	0
140	1400008	ICItemReplace	物料替代清单	物料替代清单	0	0
140	1400009	ICItemReplaceEntry	物料替代清单分录	物料替代清单分录	0	0
140	1400010	vICItemReplace	物料替代清单视图	物料替代清单视图	3	0
140	1400011	ICMrpInfo	计划运算信息主表	计划运算信息主表	0	0
140	1400012	ICMrpDestBills	计划运算目标单据表	计划运算目标单据表	0	0
140	1400013	PPOrder	产品预测表	产品预测	0	0
140	1400014	PPOrderEntry	产品预测单分录表	产品预测单分录	0	0
140	1400015	ICMrpResult	计划订单	计划运算的运算结果数据，即计划订单	0	0
140	1400016	vMRPPlanOrder	MRP计划订单视图	MRP计划订单视图	3	0
140	1400017	vPPOrder	产品预测单视图	产品预测单视图	3	0
143	1430000	View_ICMORpt_J11	任务单汇报视图	任务单汇报视图	3	0
143	1430001	View_PPBOM_Y02	生产投料单视图	生产投料单视图	3	0
143	1430002	View_icmo_z05	重复生产计划视图	重复生产计划视图	3	0
143	1430003	View_ICitemScrap_z06	生产物料报废单视图	生产物料报废单视图	3	0
143	1430004	icmo	重复生产计划单	重复生产计划单	0	0
143	1430005	ICitemScrap	生产物料报废单	生产物料报废单	0	0
143	1430006	ICitemScrapEntry	生产物料报废单分录	生产物料报废单分录	0	0
143	1430007	PPBOM	生产投料单	生产投料单	0	0
143	1430008	PPBOMEntry	生产投料单分录	生产投料单分录	0	0
143	1430009	ICMORpt	任务单汇报	任务单汇报	0	0
143	1430010	ICMORptEntry	任务单汇报分录	任务单汇报分录	0	0
143	1430011	PPBomChange	生产投料变更单	生产投料变更单	0	0
143	1430012	PPBomChangeEntry	生产投料变更单分录	生产投料变更单分录	0	0
143	1430013	View_PPBomChange	生产投料变更单视图	生产投料变更单视图	3	0
144	1440000	View_ICMORpt_J11	任务单汇报视图	任务单汇报视图	3	0
144	1440001	View_PPBOM_Y02	生产投料单视图	生产投料单视图	3	0
144	1440002	View_ICitemScrap_z06	生产物料报废单视图	生产物料报废单视图	3	0
144	1440003	View_ICMO_Y10	委外加工生产任务单视图	委外加工生产任务单视图	3	0
144	1440004	ICitemScrap	生产物料报废单	生产物料报废单	0	0
144	1440005	ICitemScrapEntry	生产物料报废单分录	生产物料报废单分录	0	0
144	1440006	PPBOM	生产投料单	生产投料单	0	0
144	1440007	PPBOMEntry	生产投料单分录	生产投料单分录	0	0
144	1440008	ICMORpt	任务单汇报	任务单汇报	0	0
144	1440009	ICMORptEntry	任务单汇报分录	任务单汇报分录	0	0
144	1440010	ICMO	委外加工生产任务单	委外加工生产任务单	0	0
144	1440011	PPBomChange	生产投料变更单	生产投料变更单	0	0
144	1440012	PPBomChangeEntry	生产投料变更单分录	生产投料变更单分录	0	0
144	1440013	View_PPBomChange	生产投料变更单视图	生产投料变更单视图	3	0
145	1450000	SHWorkBill	工序计划单	工序计划单	0	0
145	1450001	SHWorkBillEntry	工序计划单分录	工序计划单分录	0	0
145	1450002	ICTaskDispBill	派工单	派工单	0	0
145	1450003	ICTaskDispBillEntry	派工单分录	派工单分录	0	0
145	1450004	ICOperShift	工序移转单	工序移转单	0	0
145	1450005	SHProcRptMain	工序汇报	工序汇报	0	0
145	1450006	SHProcRpt	工序汇报分录	工序汇报分录	0	0
145	1450007	ICJobPay	计时计件工资清单	计时计件工资清单	0	0
145	1450008	ICJobPayEntry	计时计件工资清单分录	计时计件工资清单分录	0	0
145	1450009	SHWBChange	工序计划变更单	工序计划变更单	0	0
145	1450010	SHWBChangeEntry	工序计划变更单分录	工序计划变更单分录	0	0
145	1450011	SHWIPCheck	车间在制品盘点单	车间在制品盘点单	0	0
145	1450012	SHWIPCheckEntry	车间在制品盘点单分录	车间在制品盘点单分录	0	0
145	1450013	View_SHWBChange	工序计划变更单视图	工序计划变更单视图	3	0
145	1450014	View_SHWIPCheck	车间在制品盘点单视图	车间在制品盘点单视图	3	0
146	1460000	ICDeviceAccount	设备档案	设备档案	0	0
146	1460001	ICDeviceAccessory	设备档案分录	设备档案分录	0	0
146	1460002	ICDeviceAccident	设备事故登记表	设备事故登记表	0	0
146	1460003	ICDeviceAccImprove	设备事故登记表分录_改善措施	设备事故登记表分录_改善措施	0	0
146	1460004	ICDeviceAccReason	设备事故登记表分录	设备事故登记表分录	0	0
146	1460005	ICDeviceChange	设备档案分录_变动情况	设备档案分录_变动情况	0	0
146	1460006	ICDeviceDoc	设备档案分录_文档管理	设备档案分录_文档管理	0	0
146	1460007	ICDeviceImproveInfo	设备事故改善登记表	设备事故改善登记表	0	0
146	1460008	ICDeviceImproveInfoEntry	设备事故改善登记表分录	设备事故改善登记表分录	0	0
146	1460009	ICDeviceInspectPlan	设备点检计划	设备点检计划	0	0
146	1460010	ICDeviceInspectPlanEntry	设备点检计划分录	设备点检计划分录	0	0
146	1460011	ICDeviceInspectRecord	设备点检记录	设备点检记录	0	0
146	1460012	ICDeviceInspectRecordEntry	设备点检记录分录	设备点检记录分录	0	0
146	1460013	ICDeviceLubePlan	设备润滑计划	设备润滑计划	0	0
146	1460014	ICDeviceLubePlanEntry	设备润滑计划分录	设备润滑计划分录	0	0
146	1460015	ICDeviceLubeRecord	设备润滑记录	设备润滑记录	0	0
146	1460016	ICDeviceLubeRecordEntry	设备润滑记录分录	设备润滑记录分录	0	0
146	1460017	ICDeviceMaintainPlan	设备保养计划	设备保养计划	0	0
146	1460018	ICDeviceMaintainPlanEntry	设备保养计划分录	设备保养计划分录	0	0
146	1460019	ICDeviceMaintainRecord	设备保养记录	设备保养记录	0	0
146	1460020	ICDeviceMaintainRecordEntry	设备保养记录分录	设备保养记录分录	0	0
146	1460021	ICDeviceParam	设备档案分录_技术参数	设备档案分录_技术参数	0	0
146	1460022	ICDeviceRepairApply	设备请修	设备请修	0	0
146	1460023	ICDeviceRepairApplyProject	设备请修分录	设备请修分录	0	0
146	1460024	ICDeviceRepairApplySpare	设备请修分录_备件耗用	设备请修分录_备件耗用	0	0
146	1460025	ICDeviceRepairCheck	设备维修验收	设备维修验收	0	0
146	1460026	ICDeviceRepairCheckEntry	设备维修验收分录	设备维修验收分录	0	0
146	1460027	ICDeviceRepairPlan	设备维修计划	设备维修计划	0	0
146	1460028	ICDeviceRepairPlanProject	设备维修计划分录	设备维修计划分录	0	0
146	1460029	ICDeviceRepairPlanSpare	设备维修计划分录_备件耗用	设备维修计划分录_备件耗用	0	0
146	1460030	ICDeviceRepairRecord	设备维修记录	设备维修记录	0	0
146	1460031	ICDeviceRepairRecordProject	设备维修记录分录	设备维修记录分录	0	0
146	1460032	ICDeviceRepairRecordSpare	设备维修记录分录_备件耗用	设备维修记录分录_备件耗用	0	0
146	1460033	ICDeviceRepairWO	设备维修工单	设备维修工单	0	0
146	1460034	ICDeviceRepairWOProject	设备维修工单分录	设备维修工单分录	0	0
146	1460035	ICDeviceRepairWOSpare	设备维修工单分录_备件耗用	设备维修工单分录_备件耗用	0	0
146	1460036	ICDeviceRun	设备运行	设备运行	0	0
146	1460037	ICDeviceRunEntry	设备运行分录	设备运行分录	0	0
146	1460038	ICDeviceSparePart	设备档案分录_设备备件	设备档案分录_设备备件	0	0
146	1460039	ICDeviceRepairData	设备维修规程	设备维修规程	0	0
146	1460040	ICDeviceRepairProject	设备维修规程分录	设备维修规程分录	0	0
146	1460041	ICDeviceLubeData	设备润滑规程	设备润滑规程	0	0
146	1460042	ICDeviceLubeDataEntry	设备润滑规程分录	设备润滑规程分录	0	0
146	1460043	ICDeviceInspectData	设备点检规程	设备点检规程	0	0
146	1460044	ICDeviceInspectDataEntry	设备点检规程分录	设备点检规程分录	0	0
146	1460045	ICDeviceMaintainData	设备保养规程	设备保养规程	0	0
146	1460046	ICDeviceMaintainDataEntry	设备保养规程分录	设备保养规程分录	0	0
146	1460047	View_ICDeviceAccount	设备档案视图	设备档案视图	3	0
146	1460048	View_ICDeviceRun	设备运行视图	设备运行视图	3	0
146	1460049	View_ICDeviceRepairData	设备维修规程视图	设备维修规程视图	3	0
146	1460050	View_ICDeviceLubeData	设备润滑规程视图	设备润滑规程视图	3	0
146	1460051	View_ICDeviceLubePlan	设备润滑计划视图	设备润滑计划视图	3	0
146	1460052	View_ICDeviceLubeRecord	设备润滑记录视图	设备润滑记录视图	3	0
146	1460053	View_ICDeviceAccident	设备事故登记表视图	设备事故登记表视图	3	0
146	1460054	View_ICDeviceImproveInfo	设备事故改善登记表视图	设备事故改善登记表视图	3	0
146	1460055	View_ICDeviceInspectData	设备点检规程视图	设备点检规程视图	3	0
146	1460056	View_ICDeviceInspectPlan	设备点检计划视图	设备点检计划视图	3	0
146	1460057	View_ICDeviceInspectRecord	设备点检记录视图	设备点检记录视图	3	0
146	1460058	View_ICDeviceMaintainData	设备保养规程视图	设备保养规程视图	3	0
146	1460059	View_ICDeviceMaintainPlan	设备保养计划视图	设备保养计划视图	3	0
146	1460060	View_ICDeviceMaintainRecord	设备保养记录视图	设备保养记录视图	3	0
146	1460061	View_ICDeviceRepairApply	设备请修视图	设备请修视图	3	0
146	1460062	View_ICDeviceRepairPlan	设备维修计划视图	设备维修计划视图	3	0
146	1460063	View_ICDeviceRepairWO	设备维修工单视图	设备维修工单视图	3	0
146	1460064	View_ICDeviceRepairRecord	设备维修记录视图	设备维修记录视图	3	0
146	1460065	View_ICDeviceRepairCheck	设备维修验收视图	设备维修验收视图	3	0
200	2000127	ORG_BusinessGroup	集团信息表	集团信息表	0	0
200	2000128	ORG_BusinessGroupAttch	集团信息附表	集团信息附表	0	0
200	2000129	ORG_Company	公司信息表	公司信息表	0	0
200	2000130	ORG_CompanyAttch	公司信息附表	公司信息附表	0	0
200	2000131	ORG_Department	部门信息表	部门信息表	0	0
200	2000132	ORG_DepartmentAttch	部门信息附表	部门信息附表	0	0
200	2000133	ORG_Unit	组织单元信息表	组织单元信息表	0	0
201	2010210	HR_Photo	应聘人照片表	应聘人照片表	0	0
201	2010211	REC_App_AttchInfo	应聘人附加信息表	应聘人附加信息表	0	0
201	2010212	REC_App_BaseInfoAttch	应聘人基本信息附表	应聘人基本信息附表	0	0
201	2010213	REC_App_Certificates	应聘人证书表	应聘人证书表	0	0
201	2010214	REC_App_EduCourse	应聘人教育经历表	应聘人教育经历表	0	0
201	2010215	REC_App_FamilyRelation	家庭关系表	家庭关系表	0	0
201	2010216	REC_App_JobWill	应聘人求职意向表	应聘人求职意向表	0	0
201	2010217	REC_App_LanguageAbility	应聘人语言能力表	应聘人语言能力表	0	0
201	2010218	REC_App_PrjExperience	应聘人项目经验表	应聘人项目经验表	0	0
201	2010219	REC_App_Skills	应聘人技能信息表	应聘人技能信息表	0	0
201	2010220	REC_App_Training	应聘人培训经历表	应聘人培训经历表	0	0
201	2010221	REC_App_WorkCourse	应聘人工作经验表	应聘人工作经验表	0	0
201	2010222	REC_BaseInfo	应聘人员基本信息表	应聘人员基本信息表	0	0
201	2010223	REC_HRPlan	人力规划表	人力规划表	0	0
201	2010224	REC_HRPlanPosition	人力规划职位表	人力规划职位表	0	0
201	2010225	REC_InterView	应聘人面试表	应聘人面试表	0	0
201	2010226	REC_InterviewOpinion_CEOApprove	总裁审批	总裁审批	0	0
201	2010227	REC_InterviewOpinion_HRDept	人力资源部意见	人力资源部意见	0	0
201	2010228	REC_InterviewOpinion_HRInit	人力资源部门初试意见	人力资源部门初试意见	0	0
201	2010229	REC_InterviewOpinion_OfficeDrt	办公室主任初审	办公室主任初审	0	0
201	2010230	REC_InterviewOpinion_Register	报到情况	报到情况	0	0
201	2010231	REC_InterviewOpinion_RelateDept	相关部门意见	相关部门意见	0	0
201	2010232	REC_InterviewOpinion_UserDept	用人部门意见	用人部门意见	0	0
201	2010233	REC_InterViewProcess	面试过程表	面试过程表	0	0
201	2010234	REC_MailServiceParams	邮件服务参数表	邮件服务参数表	0	0
201	2010235	REC_RecruitActivity	招聘活动表	招聘活动表	0	0
201	2010236	REC_RecruitChannel	招聘渠道表	招聘渠道表	0	0
201	2010237	REC_RecruitNoticeParams	招聘通知参数表	招聘通知参数表	0	0
201	2010238	REC_RecruitPlan	招聘计划表	招聘计划表	0	0
201	2010239	REC_RecruitPosition	招聘职位表	招聘职位表	0	0
201	2010240	REC_RecruitSummary	招聘总结表	招聘总结表	0	0
201	2010241	REC_RecruitTarget	招聘对象表	招聘对象表	0	0
201	2010242	REC_ReqApplication	用工申请表	用工申请表	0	0
201	2010243	REC_ReqPosition	申请职位表	申请职位表	0	0
201	2010244	REC_ReqRecruit	用工征集表	用工征集表	0	0
201	2010245	REC_ReqRecruitNotice	招聘征集通知表	招聘征集通知表	0	0
202	2020279	REC_ChannelType	招聘渠道类型表	招聘渠道类型表	0	0
202	2020280	REC_Code_ActivityRunStatus	招聘活动状态代码表	招聘活动状态代码表	0	0
202	2020281	REC_Code_AnnouceStatus	招聘职位发布状态代码表	招聘职位发布状态代码表	0	0
202	2020282	REC_Code_AnnouceType	招聘职位发布类型代码表	招聘职位发布类型代码表	0	0
